,dayofmonth,day,hour,temp,pressure,humidity,wind,visibility,dew_point,energy
812,15,1,5,2.38,752.26,88.17,6.58,30.08,0.62,350
813,15,1,6,2.42,753.36,84.5,6.42,40.0,0.04,300
814,15,1,7,1.88,754.5,80.17,6.58,40.0,-1.14,340
815,15,1,8,1.35,755.52,79.5,5.5,40.0,-1.8,180
816,15,1,9,2.0,756.83,79.33,4.83,40.0,-1.29,400
817,15,1,10,2.7,757.3,77.0,6.0,40.0,-1.0,70
818,15,1,11,4.6,758.93,65.33,5.33,40.0,-1.4,200
819,15,1,12,5.0,759.35,62.75,5.75,40.0,-1.55,210
820,15,1,13,5.42,760.3,60.33,7.17,40.0,-1.78,150
821,15,1,14,5.55,760.75,61.0,7.0,40.0,-1.5,280
822,15,1,15,5.52,761.43,62.0,7.0,40.0,-1.28,330
823,15,1,16,5.23,762.28,62.83,6.17,40.0,-1.36,230
824,15,1,17,4.42,763.17,67.33,4.58,40.0,-1.18,440
825,15,1,18,3.5,763.78,72.67,3.92,40.0,-0.98,240
826,15,1,19,1.91,764.96,81.88,3.0,40.0,-0.89,510
827,15,1,20,0.75,765.92,86.75,2.42,40.0,-1.26,400
828,15,1,21,0.15,766.71,89.17,1.42,40.0,-1.42,360
829,15,1,22,-0.31,767.33,90.42,1.42,40.0,-1.67,420
830,15,1,23,-0.6,768.13,91.42,2.0,35.42,-1.86,310
831,16,2,0,-0.6,768.77,90.33,1.58,27.75,-2.05,350
832,16,2,1,-1.02,769.25,90.92,1.0,24.75,-2.36,220
833,16,2,2,-1.52,769.72,95.42,1.0,21.75,-2.13,280
834,16,2,3,-1.9,769.9,93.5,1.0,38.75,-2.78,220
835,16,2,4,-2.72,769.98,92.08,1.0,58.75,-3.83,300
836,16,2,5,-2.86,770.31,95.42,0.58,48.33,-3.48,220
837,16,2,6,-2.97,770.77,95.17,0.42,46.0,-3.59,260
838,16,2,7,-3.32,771.25,93.17,1.0,39.75,-4.25,300
839,16,2,8,-3.17,771.7,92.0,1.0,36.0,-4.27,150
840,16,2,9,-0.45,772.2,96.5,1.0,61.0,-0.95,220
841,16,2,10,-0.1,772.2,98.0,1.0,61.0,-0.4,100
842,16,2,11,2.3,772.25,78.0,3.0,52.0,-1.35,500
843,16,2,12,3.23,771.99,66.17,4.0,40.0,-2.58,430
844,16,2,13,3.99,771.66,62.5,3.58,40.0,-2.69,410
845,16,2,14,4.44,771.35,57.33,3.0,40.0,-3.39,300
846,16,2,15,4.58,770.92,53.33,2.58,40.0,-4.13,370
847,16,2,16,4.45,770.59,52.25,2.42,40.0,-4.56,290
848,16,2,17,3.22,770.22,58.58,3.0,40.0,-4.25,320
849,16,2,18,1.7,770.13,66.0,2.33,40.0,-4.0,530
850,16,2,19,0.45,770.05,71.5,1.0,34.5,-4.2,560
851,16,2,20,-0.82,769.82,78.75,1.0,26.92,-4.16,630
852,16,2,21,-1.62,769.66,83.58,1.0,24.42,-4.06,610
853,16,2,22,-1.62,769.39,83.83,1.0,23.75,-4.0,370
854,16,2,23,-2.3,768.81,86.25,1.0,39.5,-4.33,350
855,17,3,0,-3.29,768.02,89.67,1.42,63.58,-4.8,300
856,17,3,1,-3.16,767.17,89.5,2.42,45.5,-4.63,370
857,17,3,2,-2.73,766.53,86.83,2.17,20.58,-4.65,330
858,17,3,3,-3.03,766.01,87.17,1.42,20.42,-4.92,340
859,17,3,4,-2.88,765.43,86.0,2.0,20.58,-4.88,370
860,17,3,5,-3.17,765.03,86.83,2.0,20.0,-5.08,290
861,17,3,6,-3.78,764.51,87.58,1.58,38.33,-5.58,360
862,17,3,7,-4.34,763.81,88.67,1.0,63.58,-5.89,370
863,17,3,8,-3.78,763.15,90.17,1.83,63.42,-5.14,340
864,17,3,9,-2.02,762.51,86.5,2.17,64.42,-4.04,350
865,17,3,10,-0.09,761.81,80.08,1.0,46.67,-3.19,470
866,17,3,11,1.36,761.07,74.33,1.42,21.83,-2.73,430
867,17,3,12,2.25,760.14,71.17,2.0,22.17,-2.46,320
868,17,3,13,2.93,759.08,68.75,1.58,22.67,-2.32,450
869,17,3,14,3.61,758.17,67.0,1.42,23.33,-2.03,430
870,17,3,15,3.52,757.53,69.5,2.0,21.42,-1.63,340
871,17,3,16,2.83,757.09,74.67,2.42,21.58,-1.28,470
872,17,3,17,2.18,756.63,79.92,2.58,38.92,-0.98,470
873,17,3,18,1.1,756.36,86.08,2.0,63.17,-0.97,550
874,17,3,19,0.48,756.26,89.83,1.58,61.58,-0.99,600
875,17,3,20,0.6,756.03,90.17,1.0,61.42,-0.82,470
876,17,3,21,0.48,755.8,89.0,1.42,62.0,-1.12,570
877,17,3,22,-0.28,755.63,90.25,2.0,62.0,-1.68,320
878,17,3,23,-0.72,755.36,91.17,2.42,62.0,-1.95,310
879,18,4,0,-0.32,755.38,90.42,3.0,61.58,-1.68,290
880,18,4,1,-0.33,755.33,89.33,3.83,61.83,-1.88,310
881,18,4,2,-0.39,755.06,86.58,4.58,63.0,-2.33,330
882,18,4,3,-1.13,754.88,87.25,3.58,62.58,-2.97,240
883,18,4,4,-1.22,754.66,86.92,3.42,63.25,-3.16,340
884,18,4,5,-0.78,754.6,84.42,3.58,65.0,-3.14,280
885,18,4,6,-0.61,754.52,85.0,3.0,64.17,-2.87,310
886,18,4,7,-0.03,754.52,84.17,3.42,63.83,-2.4,340
887,18,4,8,0.32,754.87,82.17,4.0,46.67,-2.4,410
888,18,4,9,0.77,755.15,80.08,4.0,21.46,-2.26,400
889,18,4,10,1.48,755.32,76.92,4.0,21.58,-2.14,450
890,18,4,11,2.52,755.65,71.75,4.0,21.75,-2.05,370
891,18,4,12,3.03,755.7,70.07,4.93,23.4,-1.91,500
892,18,4,13,3.4,755.7,70.25,5.58,25.0,-1.55,360
893,18,4,14,3.52,755.74,72.0,4.58,23.33,-1.08,240
894,18,4,15,3.45,755.92,76.17,3.58,21.42,-0.4,250
895,18,4,16,3.1,756.14,80.75,2.58,24.92,0.05,390
896,18,4,17,2.81,756.28,81.92,2.0,26.08,-0.09,500
897,18,4,18,2.35,756.52,86.5,2.25,22.25,0.25,410
898,18,4,19,1.95,756.95,91.5,2.5,35.0,0.7,550
899,18,4,20,1.53,757.12,95.0,2.0,52.83,0.83,480
900,18,4,21,1.22,757.34,95.83,2.0,53.92,0.6,510
901,18,4,22,1.02,757.52,97.0,2.0,39.42,0.56,370
902,18,4,23,0.65,757.82,97.83,1.58,23.83,0.33,280
903,19,5,0,0.22,758.17,99.0,1.0,10.58,0.06,270
904,19,5,1,0.18,758.4,99.0,1.0,12.92,0.08,240
905,19,5,2,0.38,758.44,99.0,1.42,17.42,0.24,270
906,19,5,3,0.54,758.5,99.0,2.0,17.58,0.38,230
907,19,5,4,0.77,758.67,99.42,2.42,11.58,0.71,290
908,19,5,5,0.62,759.07,99.58,2.58,10.25,0.58,240
909,19,5,6,-0.4,759.47,99.0,2.0,32.33,-0.54,250
910,19,5,7,-1.14,759.82,97.75,2.0,55.17,-1.51,340
911,19,5,8,-0.77,760.1,95.33,2.33,61.67,-1.43,210
912,19,5,9,1.15,760.5,91.0,2.5,42.0,-0.15,500
913,19,5,10,2.42,760.75,87.83,2.17,21.33,0.58,320
914,19,5,13,6.72,760.77,73.75,4.0,35.42,2.28,310
915,19,5,14,6.95,760.45,68.0,4.5,40.0,1.35,280
916,19,5,15,6.8,760.3,66.0,5.0,40.0,0.8,50
917,19,5,16,7.03,760.16,67.93,5.0,34.13,1.41,470
918,19,5,17,6.33,759.97,70.17,4.83,40.0,1.27,180
919,19,5,18,4.68,759.86,79.5,3.42,40.0,1.42,470
920,19,5,19,4.06,759.73,82.0,3.42,40.0,1.22,270
921,19,5,20,4.25,759.33,79.5,4.83,40.0,0.89,270
922,19,5,21,4.56,758.97,76.42,6.0,40.0,0.68,210
923,19,5,22,4.88,758.47,75.33,6.42,40.0,0.8,280
924,19,5,23,5.69,757.75,72.58,7.83,40.0,1.01,270
925,20,6,0,6.18,757.11,72.83,9.0,40.0,1.59,230
926,20,6,1,5.97,756.32,79.42,9.83,32.5,2.58,280
927,20,6,2,5.33,755.63,89.92,10.17,31.58,3.73,250
928,20,6,3,5.27,755.11,93.58,9.42,53.33,4.32,260
929,20,6,4,5.62,754.49,94.25,9.58,63.33,4.79,280
930,20,6,5,6.13,754.12,94.75,9.42,52.25,5.32,220
931,20,6,6,6.72,753.88,93.83,9.17,45.0,5.79,290
932,20,6,7,7.05,753.82,95.42,7.58,54.5,6.41,280
933,20,6,8,7.4,754.12,96.42,6.58,60.5,6.91,230
934,20,6,9,7.89,754.3,97.0,6.0,60.67,7.49,290
935,20,6,10,8.43,754.35,96.17,6.0,53.33,7.88,190
936,20,6,11,9.14,754.77,91.17,6.0,35.42,7.76,540
937,20,6,12,9.2,755.03,91.67,5.67,29.0,7.93,400
938,20,6,14,10.04,754.8,86.0,6.58,33.58,7.8,360
939,20,6,15,9.83,754.59,87.67,7.0,25.25,7.92,390
940,20,6,16,9.6,754.17,90.83,7.42,28.33,8.18,510
941,20,6,17,9.6,753.88,92.83,8.42,48.75,8.47,570
942,20,6,18,9.6,753.74,94.83,9.0,62.25,8.82,490
943,20,6,19,10.0,753.8,94.0,10.0,59.0,9.1,370
944,20,6,20,10.57,753.84,92.0,10.17,57.33,9.37,590
945,20,6,21,10.8,753.94,92.0,9.0,52.83,9.6,570
946,20,6,22,10.92,754.25,91.58,9.0,35.0,9.64,340
947,20,6,23,11.02,754.64,90.17,9.83,26.75,9.45,260
948,21,7,0,10.69,754.87,90.25,10.58,41.25,9.1,310
949,21,7,1,10.4,755.35,92.0,9.58,63.17,9.14,290
950,21,7,2,10.28,755.74,93.25,8.58,61.58,9.24,220
951,21,7,3,10.1,755.92,95.0,8.42,51.42,9.34,280
952,21,7,4,10.1,756.14,95.0,8.58,45.5,9.4,300
953,21,7,5,10.1,756.28,94.58,8.0,41.0,9.32,280
954,21,7,6,10.27,756.32,92.33,8.0,28.33,9.07,210
955,21,7,7,10.58,756.2,89.17,8.42,40.0,8.82,290
956,21,7,8,10.66,756.32,88.42,9.0,40.0,8.74,270
957,21,7,9,10.6,756.58,89.42,8.58,35.42,8.88,280
958,21,7,10,10.81,756.62,89.17,8.42,33.58,9.08,570
959,21,7,11,11.02,756.54,89.67,8.58,50.0,9.37,450
960,21,7,12,11.07,756.47,90.75,8.42,54.0,9.56,500
961,21,7,13,11.42,756.22,88.58,9.42,40.0,9.54,490
962,21,7,14,11.48,755.97,88.83,10.0,34.58,9.64,650
963,21,7,15,11.63,755.59,87.5,9.58,32.42,9.62,620
964,21,7,16,12.1,755.17,84.0,9.83,40.0,9.46,510
965,21,7,17,11.98,754.92,84.0,11.0,40.0,9.32,790
966,21,7,18,11.63,754.8,84.67,10.67,40.0,9.17,320
967,21,7,19,11.17,754.77,87.67,9.67,35.33,9.23,300
968,21,7,20,10.77,754.7,91.83,8.58,41.83,9.5,390
969,21,7,21,10.45,754.65,93.5,8.0,46.5,9.45,450
970,21,7,22,10.51,754.47,90.25,8.42,33.58,8.94,370
971,21,7,23,10.63,754.09,84.17,9.0,40.0,8.01,330
972,22,1,0,10.15,753.55,84.25,8.17,40.0,7.56,330
973,22,1,1,9.8,753.03,86.0,7.42,40.0,7.54,350
974,22,1,2,9.92,752.8,84.33,8.42,40.0,7.43,330
975,22,1,3,10.06,752.76,82.0,9.0,40.0,7.16,330
976,22,1,4,10.04,752.62,82.0,9.42,40.0,7.1,280
977,22,1,5,10.02,752.5,82.0,10.0,40.0,7.06,310
978,22,1,6,9.94,752.33,82.0,9.58,40.0,7.0,330
979,22,1,7,9.67,751.97,85.75,8.58,50.0,7.33,340
980,22,1,8,9.03,751.8,91.42,7.58,64.0,7.72,450
981,22,1,9,8.88,751.76,93.25,7.42,51.92,7.85,240
982,22,1,10,9.21,751.74,94.17,8.0,46.67,8.28,340
983,22,1,11,9.5,751.8,93.0,8.0,63.0,8.4,50
984,22,1,12,10.43,751.63,89.0,7.33,32.67,8.67,280
985,22,1,13,10.52,751.35,91.5,6.58,38.58,9.13,560
986,22,1,14,10.23,750.92,95.83,6.0,48.25,9.56,280
987,22,1,15,8.96,750.84,97.42,5.58,42.58,8.54,350
988,22,1,16,6.92,751.11,97.58,5.42,49.92,6.58,280
989,22,1,17,5.93,751.57,97.67,5.0,56.67,5.6,330
990,22,1,18,5.52,752.57,98.17,3.0,24.67,5.23,190
991,22,1,19,5.5,752.74,96.75,2.58,21.67,5.03,730
992,22,1,20,5.43,752.93,95.67,1.67,37.67,4.83,600
993,22,1,21,5.22,753.32,97.0,1.0,46.25,4.77,590
994,22,1,22,5.1,753.54,97.0,1.0,20.0,4.6,370
995,22,1,23,4.81,753.72,95.33,1.83,38.75,4.06,380
996,23,2,0,4.23,753.82,92.17,2.17,54.58,3.01,410
997,23,2,1,3.96,753.7,93.08,1.42,33.33,2.89,370
998,23,2,2,3.86,753.78,96.0,1.58,24.83,3.26,290
999,23,2,3,3.76,753.82,95.58,1.42,26.42,3.08,330
1000,23,2,4,3.7,753.7,95.0,2.0,24.92,2.9,350
1001,23,2,5,3.7,753.82,95.0,2.0,23.25,2.9,330
1002,23,2,6,3.78,754.0,95.0,2.0,22.92,2.98,280
1003,23,2,7,3.86,754.25,95.0,1.58,38.75,3.1,330
1004,23,2,8,3.97,754.77,95.42,1.42,64.17,3.31,370
1005,23,2,9,4.61,755.19,93.75,2.75,49.5,3.64,230
1006,23,2,10,5.65,755.68,84.75,4.58,34.58,3.18,290
1007,23,2,11,6.25,756.05,81.0,5.0,34.0,3.2,400
1008,23,2,12,6.72,756.38,80.58,5.0,26.75,3.64,560
1009,23,2,13,6.44,756.5,80.42,4.17,31.25,3.32,790
1010,23,2,14,6.47,756.54,80.58,3.0,40.0,3.38,340
1011,23,2,15,7.05,756.78,78.25,3.75,40.0,3.5,250
1012,23,2,16,5.58,757.47,76.33,4.33,40.0,1.61,330
1013,23,2,17,5.04,758.03,82.67,2.0,40.0,2.28,320
1014,23,2,18,4.18,759.0,85.83,1.17,40.0,2.05,90
1015,23,2,19,3.67,759.35,88.92,1.0,40.0,2.02,670
1016,23,2,20,3.07,759.83,91.7,1.0,40.0,1.85,440
1017,23,2,21,2.52,760.12,90.83,1.0,34.17,1.15,550
1018,23,2,22,1.29,760.3,94.08,1.42,24.75,0.43,330
1019,23,2,23,0.22,760.42,97.0,2.0,21.75,-0.18,310
1020,24,3,0,0.39,760.64,96.58,1.58,37.92,-0.09,300
1021,24,3,1,0.34,760.66,96.83,1.0,58.83,-0.13,280
1022,24,3,2,-0.68,760.52,98.0,1.42,56.33,-0.98,260
1023,24,3,3,-0.99,760.36,98.42,1.58,52.67,-1.25,300
1024,24,3,4,-1.08,760.17,97.75,1.0,37.67,-1.44,300
1025,24,3,5,-1.35,760.0,96.83,1.42,34.67,-1.82,270
1026,24,3,6,-1.62,759.92,96.33,1.58,37.42,-2.13,230
1027,24,3,7,-2.62,759.84,95.67,1.0,41.33,-3.22,390
1028,24,3,8,-1.88,759.94,98.83,1.0,41.42,-2.06,250
1029,24,3,9,0.32,759.83,96.67,1.0,45.0,0.07,440
1030,24,3,10,3.1,759.52,88.67,1.0,43.58,1.67,360
1031,24,3,11,5.58,759.28,78.17,1.42,29.5,1.89,380
1032,24,3,12,6.14,758.85,65.42,2.0,40.0,-0.06,310
1033,24,3,13,6.17,758.35,59.67,2.0,36.67,-1.27,250
1034,24,3,14,6.17,757.35,60.92,2.0,28.33,-0.89,620
1035,24,3,15,6.4,756.77,56.25,2.0,40.0,-1.77,430
1036,24,3,16,6.23,756.43,56.25,2.0,40.0,-1.98,530
1037,24,3,17,5.5,756.03,65.5,1.58,40.0,-0.68,480
1038,24,3,18,4.34,755.84,76.0,1.0,40.0,0.48,610
1039,24,3,19,3.08,755.98,78.5,1.42,40.0,-0.31,640
1040,24,3,20,1.82,755.97,83.25,1.58,35.0,-0.72,710
1041,24,3,21,1.26,755.84,85.83,1.0,27.17,-0.86,650
1042,24,3,22,1.16,755.86,87.0,1.0,24.75,-0.84,500
1043,24,3,23,0.81,755.8,87.0,1.42,21.75,-1.19,420
1044,25,4,0,0.32,755.8,88.25,2.0,20.42,-1.48,350
1045,25,4,1,0.58,755.84,89.58,2.0,22.25,-0.97,220
1046,25,4,2,1.06,755.73,88.58,2.42,23.58,-0.62,270
1047,25,4,3,0.79,755.5,88.83,2.17,23.0,-0.88,260
1048,25,4,4,0.12,755.5,92.08,1.0,39.67,-1.04,260
1049,25,4,5,-0.65,755.62,95.42,1.0,62.17,-1.31,290
1050,25,4,6,-0.83,755.84,96.0,1.42,61.83,-1.43,210
1051,25,4,7,-0.6,755.98,95.58,1.58,62.17,-1.24,370
1052,25,4,8,0.62,756.28,92.08,1.0,58.08,-0.54,390
1053,25,4,9,2.25,756.6,87.5,1.5,60.0,0.35,440
1054,25,4,10,3.5,756.83,82.0,2.33,49.67,0.67,450
1055,25,4,12,5.75,756.95,60.5,3.5,33.5,-1.4,310
1056,25,4,14,5.33,756.73,62.33,3.33,40.0,-1.43,230
1057,25,4,15,4.6,756.67,69.67,2.0,32.0,-0.5,290
1058,25,4,16,4.77,756.6,67.75,2.0,33.0,-0.72,470
1059,25,4,17,4.79,756.6,68.92,2.83,34.58,-0.48,520
1060,25,4,18,3.88,756.77,76.33,2.75,27.83,0.06,410
1061,25,4,19,2.71,757.08,82.25,1.0,27.75,-0.08,650
1062,25,4,20,2.09,757.24,86.92,1.0,41.83,0.05,740
1063,25,4,21,1.92,757.3,91.0,1.0,64.42,0.52,420
1064,25,4,22,2.14,757.3,90.58,1.0,64.58,0.7,390
1065,25,4,23,2.12,757.26,92.08,1.0,59.42,0.91,340
1066,26,5,0,1.92,757.08,94.17,1.42,52.17,1.03,230
1067,26,5,1,1.76,756.82,93.42,1.58,54.33,0.8,290
1068,26,5,2,1.66,756.58,94.0,1.0,56.08,0.8,250
1069,26,5,3,1.52,756.15,93.17,1.0,50.33,0.59,230
1070,26,5,4,1.03,755.67,93.67,1.0,43.83,0.18,290
1071,26,5,5,0.75,755.42,95.58,1.0,41.33,0.17,290
1072,26,5,6,1.1,755.17,95.42,1.0,42.67,0.44,210
1073,26,5,7,0.98,754.96,95.58,1.0,39.67,0.33,310
1074,26,5,8,1.03,754.93,94.71,1.0,45.79,0.28,250
1075,26,5,9,2.06,755.0,91.5,1.0,57.92,0.78,310
1076,26,5,10,3.1,754.8,83.0,1.0,41.0,0.45,300
1077,26,5,11,4.04,754.47,73.42,1.0,22.08,-0.38,300
1078,26,5,13,5.37,753.61,60.67,1.0,26.0,-1.78,500
1079,26,5,14,5.77,753.03,51.42,1.42,31.83,-3.64,400
1080,26,5,15,5.83,752.59,47.08,2.0,40.0,-4.64,290
1081,26,5,16,5.48,752.13,58.33,2.42,32.5,-2.25,290
1082,26,5,17,4.97,751.86,71.25,3.0,22.42,0.12,300
1083,26,5,18,4.33,751.8,74.67,2.67,22.67,0.13,510
1084,26,5,19,3.82,751.68,78.58,2.58,21.42,0.34,380
1085,26,5,20,3.58,751.52,80.25,2.58,20.58,0.38,570
1086,26,5,21,3.28,751.36,81.17,2.0,20.42,0.29,630
1087,26,5,22,3.06,751.17,80.0,2.0,21.42,-0.08,330
1088,26,5,23,2.46,751.0,82.08,2.0,21.17,-0.37,210
1089,27,6,0,1.91,750.83,82.5,2.42,20.83,-0.81,280
1090,27,6,1,2.2,750.56,78.17,3.42,22.42,-1.22,280
1091,27,6,2,1.99,750.33,78.25,3.58,22.58,-1.44,220
1092,27,6,3,1.53,750.06,81.25,3.0,21.58,-1.42,260
1093,27,6,4,1.3,749.96,82.17,3.0,20.58,-1.42,260
1094,27,6,5,1.09,749.94,81.0,3.42,20.83,-1.81,250
1095,27,6,6,0.59,750.04,82.25,3.58,39.92,-2.14,280
1096,27,6,7,0.34,750.14,82.75,3.42,46.25,-2.32,250
1097,27,6,8,0.78,750.45,79.33,4.0,20.83,-2.42,360
1098,27,6,9,1.72,750.85,75.5,4.5,22.5,-2.2,260
1099,27,6,10,3.5,751.0,67.33,6.0,29.33,-2.17,350
1100,27,6,11,4.75,751.0,57.0,6.5,40.0,-3.2,540
1101,27,6,12,5.21,750.92,52.75,7.42,40.0,-3.82,570
1102,27,6,13,5.7,750.77,50.75,7.75,40.0,-3.88,310
1103,27,6,14,6.43,750.83,48.67,6.33,40.0,-3.77,330
1104,27,6,15,6.33,751.02,48.0,6.42,40.0,-4.02,380
1105,27,6,16,6.06,751.24,49.67,6.58,35.42,-3.78,320
1106,27,6,17,5.5,751.3,54.5,5.58,29.0,-3.03,410
1107,27,6,18,4.38,751.47,59.25,5.42,28.17,-2.92,560
1108,27,6,19,3.47,752.03,62.25,5.58,26.58,-3.14,570
1109,27,6,20,2.71,752.75,65.25,5.0,26.0,-3.24,630
1110,27,6,21,2.18,753.18,66.58,5.0,26.0,-3.47,610
1111,27,6,22,1.88,753.42,67.25,5.0,25.58,-3.58,390
1112,27,6,23,1.45,753.72,70.67,5.0,23.75,-3.36,440
1113,28,7,0,0.98,753.9,73.42,4.58,22.0,-3.3,290
1114,28,7,1,0.76,753.94,74.0,4.42,22.42,-3.38,270
1115,28,7,2,0.62,754.12,74.0,5.0,23.0,-3.58,320
1116,28,7,3,0.38,754.34,74.42,5.0,24.25,-3.74,250
1117,28,7,4,0.08,754.61,76.25,5.0,25.17,-3.68,280
1118,28,7,5,-0.1,754.98,77.17,5.42,24.83,-3.62,330
1119,28,7,6,-0.22,755.22,77.67,6.0,24.75,-3.68,260
1120,28,7,7,-0.36,755.73,79.17,5.58,23.0,-3.58,310
1121,28,7,8,0.08,756.53,75.92,5.42,23.0,-3.7,360
1122,28,7,9,0.98,757.0,71.33,6.42,24.25,-3.66,480
1123,28,7,10,2.33,757.12,65.67,7.83,26.0,-3.56,320
1124,28,7,11,3.88,757.3,58.08,9.0,26.0,-3.75,230
1125,28,7,12,4.82,757.3,53.58,9.0,31.83,-3.89,320
1126,28,7,13,5.52,757.3,52.58,8.58,35.0,-3.52,260
1127,28,7,14,5.82,757.42,51.58,8.42,33.0,-3.48,310
1128,28,7,15,5.92,757.68,49.33,8.58,40.0,-4.1,310
1129,28,7,16,5.68,757.88,48.25,7.58,40.0,-4.55,240
1130,28,7,17,5.25,758.21,51.25,6.58,40.0,-4.12,320
1131,28,7,18,4.52,758.75,54.67,6.0,40.0,-3.92,270
1132,28,7,19,3.92,759.48,57.0,6.42,40.0,-3.92,290
1133,28,7,20,3.42,760.12,59.08,6.17,35.42,-3.93,540
1134,28,7,21,2.73,760.3,62.83,5.0,33.58,-3.66,550
1135,28,7,22,2.25,760.47,66.5,5.42,40.0,-3.39,340
1136,28,7,23,1.82,760.7,70.0,6.0,40.0,-3.18,250
1137,29,1,0,1.58,760.74,71.25,6.0,40.0,-3.13,340
1138,29,1,1,1.4,760.84,73.0,6.0,40.0,-2.9,250
1139,29,1,2,1.28,760.98,74.25,5.58,40.0,-2.86,320
1140,29,1,3,0.72,761.1,78.5,4.58,40.0,-2.72,230
1141,29,1,4,0.12,761.1,84.08,4.42,40.0,-2.35,320
1142,29,1,5,0.04,761.27,87.0,4.58,40.0,-1.92,270
1143,29,1,6,-0.02,761.62,88.25,4.0,33.33,-1.72,330
1144,29,1,7,-0.2,761.84,90.83,4.0,23.17,-1.52,290
1145,29,1,8,0.13,762.17,88.67,4.33,24.0,-1.57,270
1146,29,1,9,1.47,762.82,77.83,5.42,28.42,-2.02,420
1147,29,1,10,2.51,762.98,70.83,6.08,29.92,-2.33,90
1148,29,1,11,4.3,762.88,57.25,7.0,30.25,-3.5,210
1149,29,1,12,4.56,762.88,56.58,7.0,27.08,-3.44,190
1150,29,1,13,5.43,762.42,52.0,6.42,35.0,-3.78,250
1151,29,1,15,6.1,762.22,45.08,5.92,40.0,-5.07,220
1152,29,1,16,5.95,762.48,49.0,5.0,40.0,-4.1,260
1153,29,1,17,5.67,762.58,52.0,4.83,40.0,-3.63,160
1154,29,1,19,2.14,763.48,75.25,3.0,27.17,-1.87,570
1155,29,1,20,0.88,763.6,78.25,2.58,24.33,-2.48,650
1156,29,1,21,-0.08,763.52,82.08,1.58,21.17,-2.79,600
1157,29,1,22,-0.7,763.57,87.08,1.42,37.92,-2.62,430
1158,29,1,23,-1.23,763.72,90.83,1.58,62.58,-2.51,280
1159,1,2,0,-1.29,763.47,93.67,1.0,57.0,-2.14,370
1160,1,2,1,-2.03,763.17,96.0,1.0,43.75,-2.58,300
1161,1,2,2,-2.58,763.0,96.0,1.42,35.83,-3.18,240
1162,1,2,3,-2.82,762.79,96.0,2.0,34.5,-3.38,270
1163,1,2,4,-3.0,762.38,96.42,2.0,31.83,-3.46,220
1164,1,2,5,-2.29,762.03,97.42,2.0,33.0,-2.65,270
1165,1,2,6,-1.01,761.67,98.0,2.0,31.75,-1.31,240
1166,1,2,7,-0.48,761.33,97.58,2.42,31.25,-0.82,320
1167,1,2,8,0.08,760.93,95.33,3.0,36.75,-0.58,480
1168,1,2,9,1.1,760.41,90.5,4.25,49.92,-0.32,400
1169,1,2,10,2.38,759.62,84.5,6.0,62.67,-0.03,300
1170,1,2,11,3.42,758.67,81.0,6.87,45.5,0.42,290
1171,1,2,12,3.62,757.81,83.92,8.42,30.0,1.08,460
1172,1,2,13,3.54,756.92,90.2,8.63,42.9,2.0,480
1173,1,2,14,3.98,755.68,92.75,8.42,51.0,2.87,270
1174,1,2,15,4.46,754.77,93.5,9.0,45.83,3.48,280
1175,1,2,16,4.65,754.01,95.75,9.0,37.75,4.04,270
1176,1,2,17,5.21,753.27,94.42,9.42,53.58,4.39,300
1177,1,2,18,5.63,752.8,95.33,9.67,42.0,4.97,300
1178,1,2,19,6.19,752.51,96.0,8.58,46.75,5.59,560
1179,1,2,20,6.85,751.89,96.0,8.0,51.67,6.25,590
1180,1,2,21,7.28,751.35,96.42,7.17,54.75,6.77,570
1181,1,2,22,7.69,750.83,97.0,6.42,53.92,7.25,320
1182,1,2,23,8.27,750.43,95.75,7.83,49.17,7.6,240
1183,2,3,0,8.5,749.91,89.83,8.58,32.42,6.93,280
1184,2,3,1,8.37,749.29,85.25,8.0,40.0,6.04,290
1185,2,3,2,7.95,748.75,89.08,7.17,47.92,6.18,230
1186,2,3,3,7.6,748.07,89.08,6.42,45.25,5.84,270
1187,2,3,4,7.6,747.47,83.33,7.0,27.25,4.91,290
1188,2,3,5,7.48,747.09,80.58,7.0,33.58,4.33,240
1189,2,3,6,7.22,746.51,81.25,7.42,34.17,4.18,230
1190,2,3,7,6.85,746.02,83.0,8.42,31.83,4.05,360
1191,2,3,8,5.17,746.5,85.67,6.33,40.0,2.9,140
1192,2,3,9,5.21,746.67,79.92,5.83,40.0,1.92,300
1193,2,3,10,6.32,746.5,68.4,7.8,40.0,0.86,530
1194,2,3,11,7.04,746.33,63.08,9.0,40.0,0.38,520
1195,2,3,12,8.13,745.68,56.92,8.58,40.0,0.03,420
1196,2,3,13,8.06,744.6,61.5,8.83,40.0,0.97,520
1197,2,3,14,7.72,743.4,68.25,9.58,35.42,2.14,410
1198,2,3,15,7.68,742.53,65.92,9.42,26.92,1.58,420
1199,2,3,16,5.63,742.38,76.67,9.17,30.67,1.74,510
1200,2,3,17,3.83,742.53,87.67,7.0,40.0,1.93,530
1201,2,3,19,2.75,743.6,89.5,6.5,46.5,1.1,530
1202,2,3,20,2.09,744.18,91.08,6.67,43.0,0.78,800
1203,2,3,21,2.5,744.3,86.17,9.0,33.58,0.43,620
1204,2,3,22,2.5,744.55,86.67,7.75,34.58,0.49,380
1205,2,3,23,2.08,744.82,91.08,5.17,32.42,0.78,290
1206,3,4,0,1.83,744.53,91.92,4.42,40.0,0.64,290
1207,3,4,1,2.55,744.13,89.42,5.42,32.92,0.99,280
